,direction,energy,field,filename,functional,molecule,multiplicity,no_scf_cycles,orbital_threshold,precision,property_threshold,u_norm,u_x,u_y,u_z,walltime
1313,x,-0.4999933384757811,-0.001,h_pbe_-0001_x.out,pbe,h,2,5,1e-06,1e-07,-1.0,0.0055704495171,-0.0055704495171,-6.5938538274e-13,-6.3087780669e-13,761.131
1314,y,-169.6643563271444,+0.001,nali_pbe_+0001_y.out,pbe,nali,1,9,1e-06,1e-07,-1.0,0.20031324893,-9.2689956435e-12,0.18208518993,0.083488809451,3464.007
1315,z,-557.9378318704331,+0.001,clf_lda_+0001_z.out,lda,clf,1,12,1e-06,1e-07,-1.0,0.3249933249,-8.5804535568e-10,-1.2449995428e-08,0.3249933249,7421.859
1316,z,-93.32971505801729,-0.001,hnc_pbe_-0001_z.out,pbe,hnc,1,11,1e-06,1e-07,-1.0,1.1815240767,-3.5445980244e-09,-7.2566117634e-09,1.1815240767,4527.417
1317,y,-466.2080320319451,-0.001,licl_lda_-0001_y.out,lda,licl,1,9,1e-06,1e-07,-1.0,2.6862337272,-1.1256794521e-11,-0.028864898098,-2.6860786389,3885.837
1318,y,-169.7927132588997,-0.001,hconh2_pbe_-0001_y.out,pbe,hconh2,1,15,1e-06,1e-07,-1.0,1.5131266141,-1.4837320649,-0.2968018026,5.2361748509e-10,11870.51
1319,x,-93.19936990293832,-0.001,h2cn_lda_-0001_x.out,lda,h2cn,2,14,1e-06,1e-07,-1.0,1.0123459466,-0.016215219005,6.8601555165e-10,-1.0122160749,11596.0
1320,y,-229.6253509418055,-0.001,fno_pbe_-0001_y.out,pbe,fno,1,15,1e-06,1e-07,-1.0,0.56268349037,0.46212405981,0.32102034777,8.680248904e-08,9464.839
1321,y,-138.9928210168181,-0.001,ch2f_pbe_-0001_y.out,pbe,ch2f,2,16,1e-06,1e-07,-1.0,0.43620152772,0.16987373531,0.40176446687,1.6853044567e-10,14893.91
1322,y,-40.12176928416181,-0.001,ch4_lda_-0001_y.out,lda,ch4,1,8,1e-06,1e-07,-1.0,0.017748413067,-3.0816403067e-12,-0.017748413067,-3.6750016282e-12,2313.104
1323,x,-75.9133963614117,-0.001,h2o_lda_-0001_x.out,lda,h2o,1,8,1e-06,1e-07,-1.0,0.73006575249,-0.010618118295,-6.0609234995e-12,-0.72998853315,1828.424
1324,x,-680.2402960792751,-0.001,p2_lda_-0001_x.out,lda,p2,1,9,1e-06,1e-07,-1.0,0.041199630432,-0.041199630432,-2.004814068e-11,-4.0714683481e-09,6654.289
1325,z,-75.20716064301315,+0.001,oh_lda_+0001_z.out,lda,oh,2,10,1e-06,1e-07,-1.0,0.63898489412,-5.8271966778e-12,-5.5656704704e-12,-0.63898489412,3184.434
1326,y,-149.8779328337351,-0.001,ho2_lda_-0001_y.out,lda,ho2,2,24,1e-06,1e-07,-1.0,0.81848309161,-0.66363134787,-0.47906993788,-1.4333852614e-11,16959.82
1327,non,-223.9793541356303,0,o3_lda_000.out,lda,o3,1,27,1e-06,1e-07,-1.0,0.24918452893,-1.5997931125e-11,-1.4645985758e-08,-0.24918452893,2799.79
1328,z,-100.2849129872524,+0.001,licn_pbe_+0001_z.out,pbe,licn,1,15,1e-06,1e-07,-1.0,2.6817304691,2.505721583,-0.95525138031,0.023075051353,5683.422
1329,y,-2.834836452955189,-0.001,he_lda_-0001_y.out,lda,he,1,4,1e-06,1e-07,-1.0,0.0016575820489,-1.2744833622e-12,-0.0016575820489,-1.2823731341e-12,559.6467
1330,x,-191.3236825360599,+0.001,fcn_lda_+0001_x.out,lda,fcn,1,10,1e-06,1e-07,-1.0,0.91677583747,0.015462396109,-9.9488568526e-10,-0.91664543335,6094.748
1331,y,-38.76706374993628,-0.001,ch2-t_lda_-0001_y.out,lda,ch2-t,3,12,1e-06,1e-07,-1.0,0.24624255781,-7.3152328779e-12,-0.017076469825,-0.24564973327,3751.824
1332,y,-340.6178278083081,+0.001,ph_lda_+0001_y.out,lda,ph,3,12,1e-06,1e-07,-1.0,0.17841630596,-1.0468609829e-11,0.028936205444,-0.17605417986,6401.015
1333,y,-620.2837867942669,-0.001,nacl_lda_-0001_y.out,lda,nacl,1,13,1e-06,1e-07,-1.0,3.3409126465,-1.8733424088e-11,-0.032792240147,-3.3407517089,8134.195
1334,x,-422.7950291594913,-0.001,bs_pbe_-0001_x.out,pbe,bs,2,19,1e-06,1e-07,-1.0,0.2617584591,-0.030935744171,-9.0462275089e-11,-0.25992397089,16611.04
1335,x,-79.34379240797296,+0.001,bn_pbe_+0001_x.out,pbe,bn,3,24,1e-06,1e-07,-1.0,0.7437695322,0.018124499068,-6.8539942041e-12,-0.74354866657,16506.09
1336,y,-1.16670079527407,-0.001,h2_pbe_-0001_y.out,pbe,h2,1,5,1e-06,1e-07,-1.0,0.0050586179532,-1.3115373021e-12,-0.005058617953,4.1947398768e-08,741.2476
1337,y,-225.1307159265358,+0.001,bhf2_pbe_+0001_y.out,pbe,bhf2,1,10,1e-06,1e-07,-1.0,0.30550255258,-1.9178034038e-08,0.019402946025,0.30488577421,7099.572
1338,non,-187.2869649871456,0,co2_lda_000.out,lda,co2,1,21,1e-06,1e-07,-1.0,1.1252330607e-08,-1.448798397e-11,-1.468196637e-11,-1.1252311701e-08,2032.612
1339,x,-64.6075043294422,-0.001,ch2bh_pbe_-0001_x.out,pbe,ch2bh,1,10,1e-06,1e-07,-1.0,0.20247448811,-0.029920134183,-7.7328727277e-12,-0.2002516015,4895.182
1340,x,-550.8311907265613,-0.001,clcn_lda_-0001_x.out,lda,clcn,1,12,1e-06,1e-07,-1.0,1.1889684624,-0.023942826068,-2.1991886612e-08,1.1887273639,8779.208
1341,z,-39.44692648569236,+0.001,ch3_lda_+0001_z.out,lda,ch3,2,9,1e-06,1e-07,-1.0,0.018333061528,-5.3213462922e-06,-1.4885180098e-12,0.018333060756,3758.463
1342,z,-322.9275448141883,-0.001,na2_lda_-0001_z.out,lda,na2,1,9,1e-06,1e-07,-1.0,0.32571657952,-1.407375771e-11,-1.4376592122e-11,-0.32571657952,5280.097
1343,x,-113.2426193804274,-0.001,co_pbe_-0001_x.out,pbe,co,1,11,1e-06,1e-07,-1.0,0.088966539213,-0.012506130854,-6.8419927411e-11,0.088083152706,4245.358
1344,non,-7.343956684951625,0,li_lda_000.out,lda,li,2,8,1e-06,1e-07,-1.0,3.3735756131e-12,-1.9136215166e-12,-2.005565961e-12,-1.9226986982e-12,443.2041
1345,y,-399.2431192741441,-0.001,sh2_pbe_-0001_y.out,pbe,sh2,1,9,1e-06,1e-07,-1.0,0.380890109,1.0097682828e-10,-0.025318467794,-0.3800476948,4088.194
1346,z,-423.4712246879988,-0.001,hbs_pbe_-0001_z.out,pbe,hbs,1,10,1e-06,1e-07,-1.0,0.43685130243,-8.3453436401e-11,-4.4933928811e-12,0.43685130243,6227.843
1347,x,-535.7690919328818,+0.001,hocl_pbe_+0001_x.out,pbe,hocl,1,10,1e-06,1e-07,-1.0,0.5683889586,-0.54743416729,-4.8148029156e-08,0.15291121851,6269.367
1348,y,-124.5862954058701,-0.001,bf_pbe_-0001_y.out,pbe,bf,1,10,1e-06,1e-07,-1.0,0.41306897071,4.8554145548e-12,-0.021974779061,0.41248404048,3890.337
1349,z,-113.7823976005944,-0.001,hco_pbe_-0001_z.out,pbe,hco,2,25,1e-06,1e-07,-1.0,0.61146747319,0.57606074351,-0.20457998771,-0.013911117122,23807.88
1350,x,-497.7810805606508,-0.001,sf_pbe_-0001_x.out,pbe,sf,2,15,1e-06,1e-07,-1.0,0.21435759725,-0.020817503294,-0.00049554909892,-0.21334377302,21334.9
1351,non,-92.64959500560644,0,cn_pbe_000.out,pbe,cn,2,30,1e-06,1e-07,-1.0,0.45432131492,4.1129981688e-06,8.4312614315e-06,0.45432131482,2966.002
1352,y,-25.61136898602912,-0.001,bh2_lda_-0001_y.out,lda,bh2,2,9,1e-06,1e-07,-1.0,0.18737518617,-4.6652458025e-12,0.18737518617,-3.4576417831e-12,3222.101
1353,x,-100.4025207414611,+0.001,hf_pbe_+0001_x.out,pbe,hf,1,8,1e-06,1e-07,-1.0,0.68675145182,0.0059394791763,2.7181141607e-10,0.68672576708,2183.15
1354,y,-95.77600797834671,-0.001,ch3nh2_pbe_-0001_y.out,pbe,ch3nh2,1,10,1e-06,1e-07,-1.0,0.49245116901,-0.099936541697,0.48220414918,2.9614063376e-10,5513.771
1355,y,-364.562775098511,+0.001,sio_pbe_+0001_y.out,pbe,sio,1,11,1e-06,1e-07,-1.0,1.1415522327,-1.0183800294e-10,0.028425005527,-1.1411982821,7797.739
1356,z,-509.3988068401521,-0.001,cso_lda_-0001_z.out,lda,cso,1,12,1e-06,1e-07,-1.0,0.38803236622,3.1929527437e-10,-6.7132351502e-11,-0.38803236622,9390.533
1357,x,-514.2396096060975,+0.001,nh2cl_lda_+0001_x.out,lda,nh2cl,1,13,1e-06,1e-07,-1.0,0.778430316,0.38091837216,-0.50536310187,0.45328036124,8539.04
1358,y,-340.7306399497438,-0.001,alf_lda_-0001_y.out,lda,alf,1,9,1e-06,1e-07,-1.0,0.57602043363,-2.9641860006e-11,-0.041258311357,-0.57454093997,5250.946
1359,z,-8.045156040808811,+0.001,lih_pbe_+0001_z.out,pbe,lih,1,9,1e-06,1e-07,-1.0,2.1761863867,-2.6047257682e-12,-2.6917747189e-12,-2.1761863867,1865.549
1360,x,-174.4608235727624,+0.001,hof_lda_+0001_x.out,lda,hof,1,17,1e-06,1e-07,-1.0,0.72487172374,-0.64594551227,-6.4796332012e-09,0.32892766843,7238.401
1361,y,-751.2368592123863,+0.001,sih3cl_pbe_+0001_y.out,pbe,sih3cl,1,10,1e-06,1e-07,-1.0,0.47825981758,1.9550976163e-10,0.040576081581,-0.47653544959,10067.32
1362,y,-34.71723393480318,-0.001,libh4_pbe_-0001_y.out,pbe,libh4,1,9,1e-06,1e-07,-1.0,2.3400484991,-6.8178273801e-12,-0.031671349034,-2.3398341616,4216.765
1363,z,-55.83590067552871,-0.001,nh2_pbe_-0001_z.out,pbe,nh2,2,9,1e-06,1e-07,-1.0,0.66245727156,-6.2349074364e-12,-5.0154131667e-12,0.66245727156,4514.654
1364,y,-291.0883327619978,-0.001,sih3_pbe_-0001_y.out,pbe,sih3,2,11,1e-06,1e-07,-1.0,0.038611779764,-2.4417747907e-11,-0.035824451307,0.014404104452,9526.202
1365,y,-129.5624679381138,+0.001,hno_lda_+0001_y.out,lda,hno,1,12,1e-06,1e-07,-1.0,0.60145381446,-1.0744652957e-11,-0.51341403761,0.31329334006,4564.062
1366,x,-76.53878377938639,-0.001,c2h_pbe_-0001_x.out,pbe,c2h,2,26,1e-06,1e-07,-1.0,0.30140659577,-0.025946177973,-4.6239518779e-10,0.30028774838,20632.24
1367,z,-173.8010752143489,+0.001,of_lda_+0001_z.out,lda,of,2,20,1e-06,1e-07,-1.0,0.11250689192,-5.9707077491e-11,-3.2618804367e-10,0.11250689192,15337.16
1368,x,-379.6221525340168,+0.001,ch2ph_lda_+0001_x.out,lda,ch2ph,1,12,1e-06,1e-07,-1.0,0.40087822545,0.37120457881,-1.015712098e-09,0.15136218916,8071.271
1369,y,-855.5669150462072,+0.001,scl_lda_+0001_y.out,lda,scl,2,12,1e-06,1e-07,-1.0,0.094086743633,0.00034815081411,0.032046089113,0.088460399564,16755.2
1370,y,-83.28757032539419,+0.001,h2o-li_lda_+0001_y.out,lda,h2o-li,2,19,1e-06,1e-07,-1.0,0.74983891715,0.0087821987873,0.24813636526,0.70753771552,12829.5
1371,x,-14.44723137464234,+0.001,be_lda_+0001_x.out,lda,be,1,8,1e-06,1e-07,-1.0,0.043805271701,0.043805271701,-2.6742108723e-12,-2.5568161321e-12,1125.696
1372,x,-77.18498749556231,-0.001,c2h3_lda_-0001_x.out,lda,c2h3,2,16,1e-06,1e-07,-1.0,0.32819428233,-0.28331557687,-0.16566161553,-8.0797795283e-11,11462.5
1373,z,-65.26099840379368,-0.001,ch3bh2_lda_-0001_z.out,lda,ch3bh2,1,11,1e-06,1e-07,-1.0,0.30650595883,0.047538927503,-0.30121022879,-0.030957248585,4740.98
1374,x,-100.6373199277668,+0.001,hbo_pbe_+0001_x.out,pbe,hbo,1,9,1e-06,1e-07,-1.0,1.0172945667,0.015140695578,-8.9937355633e-12,-1.0171818887,3276.665
1375,y,-114.4292792768328,-0.001,hcho_pbe_-0001_y.out,pbe,hcho,1,11,1e-06,1e-07,-1.0,0.87440192368,1.366685191e-10,-0.019640691565,-0.87418131264,4891.053
1376,y,-128.8664350127195,+0.001,ne_pbe_+0001_y.out,pbe,ne,1,5,1e-06,1e-07,-1.0,0.0030751221739,-6.8916689614e-12,0.0030751221739,-6.9308344038e-12,1354.244
1377,y,-54.53576316539646,+0.001,n_pbe_+0001_y.out,pbe,n,4,9,1e-06,1e-07,-1.0,0.0083487201209,-4.562984262e-12,0.0083487201209,-4.5821372856e-12,3050.722
1378,x,-93.3547981984701,-0.001,hcn_pbe_-0001_x.out,pbe,hcn,1,12,1e-06,1e-07,-1.0,1.157812066,-0.014716624949,-1.1909806197e-09,1.1577185327,4857.953
1379,x,-438.5123861281834,+0.001,ch3sh_pbe_+0001_x.out,pbe,ch3sh,1,12,1e-06,1e-07,-1.0,0.58471153666,-0.42453446982,0.39122611643,0.092737213994,8209.589
1380,z,-99.95726346724535,+0.001,bo_pbe_+0001_z.out,pbe,bo,2,14,1e-06,1e-07,-1.0,0.83863762864,-7.3855853472e-12,-8.2903933661e-12,-0.83863762864,9426.971
1381,non,-114.4292694994247,0,hcho_pbe_000.out,pbe,hcho,1,22,1e-06,1e-07,-1.0,0.87422329663,3.672826815e-09,1.3836689233e-09,-0.87422329663,1400.285
1382,z,-188.4349255835481,-0.001,hcooh_lda_-0001_z.out,lda,hcooh,1,18,1e-06,1e-07,-1.0,0.55796430029,-0.55111401442,-0.085426620534,-0.017314618571,12408.28
1383,y,-589.8846769875074,+0.001,nocl_pbe_+0001_y.out,pbe,nocl,1,21,1e-06,1e-07,-1.0,0.73113878179,0.35205066872,0.64079969171,-3.1714906278e-09,19144.11
1384,y,-7.462252520132074,-0.001,li_pbe_-0001_y.out,pbe,li,2,9,1e-06,1e-07,-1.0,0.14219686801,-1.8992946801e-12,-0.14219686801,-1.9073329518e-12,1754.31
1385,x,-416.63005089145,+0.001,ph3o_lda_+0001_x.out,lda,ph3o,1,11,1e-06,1e-07,-1.0,1.4108518156,0.029813435396,-8.9388024982e-10,-1.4105367789,6646.161
1386,x,-395.9011913447014,+0.001,np_pbe_+0001_x.out,pbe,np,1,12,1e-06,1e-07,-1.0,1.0704559415,0.024770602291,-1.4709495593e-11,-1.0701693044,7008.476
1387,z,-436.0388002164982,+0.001,cs_pbe_+0001_z.out,pbe,cs,1,12,1e-06,1e-07,-1.0,0.82899143587,-1.3598804068e-08,1.9490452958e-09,0.82899143587,7344.224
1388,z,-92.64915404213,-0.001,cn_pbe_-0001_z.out,pbe,cn,2,22,1e-06,1e-07,-1.0,0.42738716174,4.1134944757e-07,8.4323432617e-07,0.42738716174,15658.31
1389,z,-175.0751636709512,+0.001,fh-oh_lda_+0001_z.out,lda,fh-oh,2,21,1e-06,1e-07,-1.0,1.238522832,0.65645801132,1.4288231885e-06,-1.0502388704,17927.31
1390,non,-290.0509999676609,0,sih3_lda_000.out,lda,sih3,2,16,1e-06,1e-07,-1.0,0.01256949944,2.4977827917e-08,-6.2758965691e-08,0.01256949944,1874.192
1391,y,-223.9793697966168,-0.001,o3_lda_-0001_y.out,lda,o3,1,20,1e-06,1e-07,-1.0,0.25111578211,-1.6020492742e-11,-0.031130424838,-0.24917871633,13822.04
1392,y,-15.660596136428,-0.001,beh2_lda_-0001_y.out,lda,beh2,1,8,1e-06,1e-07,-1.0,0.022041141341,-3.8684293708e-12,-0.022041141341,-3.864337883e-12,1653.318
1393,z,-1314.367990988449,+0.001,scl2_lda_+0001_z.out,lda,scl2,1,14,1e-06,1e-07,-1.0,0.16605139246,6.1034773279e-08,3.659644849e-10,0.16605139246,18236.82
1394,y,-108.6998920793805,+0.001,n2_lda_+0001_y.out,lda,n2,1,8,1e-06,1e-07,-1.0,0.010721202145,-9.3413689133e-12,0.010721202145,3.0403959828e-10,3123.105
1395,z,-291.7340502693465,+0.001,sih4_pbe_+0001_z.out,pbe,sih4,1,8,1e-06,1e-07,-1.0,0.033102526929,-2.9829637726e-11,-1.5496120971e-11,0.033102526929,4349.791
1396,z,-188.4924047688702,+0.001,co2_pbe_+0001_z.out,pbe,co2,1,10,1e-06,1e-07,-1.0,0.026734101351,-1.3896643996e-11,-1.3821338562e-11,0.026734101351,6622.324
1397,z,-114.850171570883,-0.001,ch3oh_lda_-0001_z.out,lda,ch3oh,1,11,1e-06,1e-07,-1.0,0.65030901429,0.53457067564,0.36969109416,-0.021552301572,5180.836
1398,x,-54.76743690375784,-0.001,nh_lda_-0001_x.out,lda,nh,3,12,1e-06,1e-07,-1.0,0.60232635184,-0.0099813438185,-5.4237127774e-12,0.60224364413,4146.262
1399,y,-416.6314328024956,+0.001,ph2oh_lda_+0001_y.out,lda,ph2oh,1,12,1e-06,1e-07,-1.0,0.254212346,-0.1836267718,-0.010108626187,-0.17550766711,9178.561
1400,non,-64.03436354479058,0,ch2bh_lda_000.out,lda,ch2bh,1,18,1e-06,1e-07,-1.0,0.19180111571,6.3445028477e-11,3.458032985e-10,-0.19180111571,1085.384
1401,y,-797.2985076109994,-0.001,s2h2_pbe_-0001_y.out,pbe,s2h2,1,13,1e-06,1e-07,-1.0,0.43344476426,-0.0023846730616,-0.058604890723,0.4294579651,12034.18
1402,non,-7.919612807898103,0,lih_lda_000.out,lda,lih,1,11,1e-06,1e-07,-1.0,2.2068495005,-2.5833179241e-12,-2.6701504148e-12,-2.2068495005,409.0966
1403,z,-211.7085301489775,+0.001,fco_lda_+0001_z.out,lda,fco,2,19,1e-06,1e-07,-1.0,0.294171581,-0.29166600907,0.035289147461,0.014917583259,17812.11
1404,z,-525.9462009352465,+0.001,ar_lda_+0001_z.out,lda,ar,1,7,1e-06,1e-07,-1.0,0.011995743693,-1.2062385668e-11,-1.2639793519e-11,0.011995743693,2648.771
1405,x,-797.2984980804157,-0.001,s2h2_pbe_-0001_x.out,pbe,s2h2,1,12,1e-06,1e-07,-1.0,0.43134669362,-0.040144918908,-0.0023831582753,0.42946789885,11203.8
1406,non,-1314.367850128538,0,scl2_lda_000.out,lda,scl2,1,44,1e-06,1e-07,-1.0,0.1163064226,8.7499469382e-07,-5.9624406014e-07,0.1163064226,8181.013
1407,y,-54.76743690375785,-0.001,nh_lda_-0001_y.out,lda,nh,3,12,1e-06,1e-07,-1.0,0.60232635184,-5.1869796857e-12,-0.0099813438187,0.60224364413,4232.318
1408,x,-416.6312962680618,+0.001,ph2oh_lda_+0001_x.out,lda,ph2oh,1,11,1e-06,1e-07,-1.0,0.23150724583,-0.14683936166,-0.04726088761,-0.17262738845,8313.861
1409,non,-341.871911621549,0,ph3_lda_000.out,lda,ph3,1,14,1e-06,1e-07,-1.0,0.255956121,-2.5183219217e-11,2.3266495018e-06,-0.25595612099,1250.556
1410,z,-77.86315204888268,+0.001,c2h4_lda_+0001_z.out,lda,c2h4,1,11,1e-06,1e-07,-1.0,0.036446364999,6.8076556917e-12,-6.8452272712e-12,0.036446364999,5040.959
1411,non,-75.20780427731374,0,oh_lda_000.out,lda,oh,2,16,1e-06,1e-07,-1.0,0.64828384444,-5.8970547784e-12,-5.56401601e-12,-0.64828384444,1137.607
1412,x,-108.6998920793806,+0.001,n2_lda_+0001_x.out,lda,n2,1,8,1e-06,1e-07,-1.0,0.010721202145,0.010721202145,-9.393254843e-12,3.040444556e-10,3143.165
1413,x,-15.66059613642798,-0.001,beh2_lda_-0001_x.out,lda,beh2,1,8,1e-06,1e-07,-1.0,0.022041141341,-0.022041141341,-3.9823469195e-12,-3.8649833317e-12,1768.411
1414,x,-223.9793602906963,-0.001,o3_lda_-0001_x.out,lda,o3,1,19,1e-06,1e-07,-1.0,0.24949251747,-0.012327474573,-2.5183470864e-09,-0.24918777989,13364.12
1415,x,-7.462252520132065,-0.001,li_pbe_-0001_x.out,pbe,li,2,9,1e-06,1e-07,-1.0,0.14219686801,-0.14219686801,-1.9933468847e-12,-1.9068493606e-12,1602.266
1416,x,-589.8844168120573,+0.001,nocl_pbe_+0001_x.out,pbe,nocl,1,19,1e-06,1e-07,-1.0,0.71145585767,0.37375727185,0.60537173633,-4.6636215308e-09,17240.78
1417,y,-395.9011913447015,+0.001,np_pbe_+0001_y.out,pbe,np,1,12,1e-06,1e-07,-1.0,1.0704559415,-1.4242704536e-11,0.024770602291,-1.0701693044,6943.989
1418,non,-253.5681541754109,0,nacn_lda_000.out,lda,nacn,1,22,1e-06,1e-07,-1.0,3.3679456424,-1.7723973506,-2.8638550036,8.7773858573e-10,1898.918
1419,y,-416.6300509073623,+0.001,ph3o_lda_+0001_y.out,lda,ph3o,1,11,1e-06,1e-07,-1.0,1.4108516426,-2.8145163526e-05,0.029824667577,-1.4105363682,7274.32
1420,non,-54.13679866036934,0,n_lda_000.out,lda,n,4,9,1e-06,1e-07,-1.0,8.145877727e-12,-4.6215501718e-12,-4.8392474929e-12,-4.6452429059e-12,601.3801
1421,y,-438.5132435825122,+0.001,ch3sh_pbe_+0001_y.out,pbe,ch3sh,1,10,1e-06,1e-07,-1.0,0.64306481516,-0.47089894889,0.42826896142,0.091499907732,6730.871
1422,y,-93.35479819846962,-0.001,hcn_pbe_-0001_y.out,pbe,hcn,1,12,1e-06,1e-07,-1.0,1.157812066,-5.8584023223e-10,-0.014716624962,1.1577185327,4779.702
1423,x,-54.53576316536613,+0.001,n_pbe_+0001_x.out,pbe,n,4,9,1e-06,1e-07,-1.0,0.0083487201867,0.0083487201867,-4.7782458061e-12,-4.5842090927e-12,2782.773
1424,non,-416.6300357472223,0,ph3o_lda_000.out,lda,ph3o,1,21,1e-06,1e-07,-1.0,1.4105653878,-1.9166838496e-05,-1.8586931167e-09,-1.4105653877,2163.799
1425,non,-111.7877771712867,0,n2h4_pbe_000.out,pbe,n2h4,1,21,1e-06,1e-07,-1.0,1.0373514915,-7.1054611318e-10,-5.8870529775e-09,1.0373514915,1940.007
1426,z,-111.0040322042476,+0.001,n2h4_lda_+0001_z.out,lda,n2h4,1,10,1e-06,1e-07,-1.0,1.0969166201,1.9515424378e-11,2.8635526951e-10,1.0969166201,5873.871
1427,x,-114.4292762688366,-0.001,hcho_pbe_-0001_x.out,pbe,hcho,1,12,1e-06,1e-07,-1.0,0.87432379635,-0.013623877732,-1.4617064869e-11,-0.87421764499,5825.404
1428,x,-128.8664350105181,+0.001,ne_pbe_+0001_x.out,pbe,ne,1,5,1e-06,1e-07,-1.0,0.0030751221303,0.0030751221303,-7.2450772499e-12,-7.1622897124e-12,1360.901
1429,z,-917.4739733837291,-0.001,cl2_lda_-0001_z.out,lda,cl2,1,11,1e-06,1e-07,-1.0,0.042964410649,-2.8019376814e-11,-1.9127217735e-10,-0.042964410649,9165.706
1430,y,-100.6373199277669,+0.001,hbo_pbe_+0001_y.out,pbe,hbo,1,9,1e-06,1e-07,-1.0,1.0172945667,-9.0415540123e-12,0.01514069561,-1.0171818887,3493.951
1431,y,-14.44723137464235,+0.001,be_lda_+0001_y.out,lda,be,1,8,1e-06,1e-07,-1.0,0.043805271701,-2.548983919e-12,0.043805271701,-2.560104781e-12,1231.629
1432,z,-459.341391899093,+0.001,hcl_lda_+0001_z.out,lda,hcl,1,9,1e-06,1e-07,-1.0,0.45486275684,-2.1617902845e-11,-3.7310820507e-10,0.45486275684,3402.36
1433,z,-167.9060793232776,-0.001,nco_pbe_-0001_z.out,pbe,nco,2,21,1e-06,1e-07,-1.0,0.30597179194,-7.5754564508e-07,9.7189194596e-09,0.30597179194,26221.96
1434,y,-77.1849010181007,-0.001,c2h3_lda_-0001_y.out,lda,c2h3,2,17,1e-06,1e-07,-1.0,0.32779091544,-0.25777123842,-0.20248672275,-7.6270824494e-11,11315.84
1435,y,-76.53878377938645,-0.001,c2h_pbe_-0001_y.out,pbe,c2h,2,26,1e-06,1e-07,-1.0,0.30140659746,-2.2067041424e-10,-0.025946187301,0.30028774926,20348.23
1436,x,-129.5629959384805,+0.001,hno_lda_+0001_x.out,lda,hno,1,23,1e-06,1e-07,-1.0,0.61839951841,0.011430563413,-0.53113983494,0.31650873973,7939.666
1437,x,-291.0883327535446,-0.001,sih3_pbe_-0001_x.out,pbe,sih3,2,11,1e-06,1e-07,-1.0,0.038604277401,-0.035816416438,8.0811492981e-06,0.014403974515,9618.943
1438,x,-83.28755150847701,+0.001,h2o-li_lda_+0001_x.out,lda,h2o-li,2,18,1e-06,1e-07,-1.0,0.73392800634,0.24538040149,0.043624503616,0.69031563776,11164.22
1439,x,-855.5669136616954,+0.001,scl_lda_+0001_x.out,lda,scl,2,16,1e-06,1e-07,-1.0,0.093163615628,0.029277642581,0.00034844900625,0.088442961874,22256.07
1440,y,-379.6218251606898,+0.001,ch2ph_lda_+0001_y.out,lda,ch2ph,1,12,1e-06,1e-07,-1.0,0.35531911668,0.31815319475,0.03458424877,0.15438312436,8089.349
1441,z,-14.95617148703075,-0.001,li2_pbe_-0001_z.out,pbe,li2,1,10,1e-06,1e-07,-1.0,0.26981532326,-3.9479334011e-12,-4.0163145074e-12,-0.26981532326,2537.319
1442,z,-473.193914937794,-0.001,so-trip_pbe_-0001_z.out,pbe,so-trip,3,16,1e-06,1e-07,-1.0,0.56436114528,9.9246916038e-11,-3.4369175887e-11,-0.56436114528,26159.88
1443,non,-467.6125166640521,0,licl_pbe_000.out,pbe,licl,1,16,1e-06,1e-07,-1.0,2.692475843,2.1625367072e-10,9.05411679e-09,-2.692475843,1224.11
1444,x,-34.71723388742933,-0.001,libh4_pbe_-0001_x.out,pbe,libh4,1,9,1e-06,1e-07,-1.0,2.3400481012,-0.031635315899,-3.564044406e-05,-2.3398342508,4399.467
1445,y,-174.4614801295761,+0.001,hof_lda_+0001_y.out,lda,hof,1,12,1e-06,1e-07,-1.0,0.73518331131,-0.65704269006,0.010120448002,0.32967708625,4667.802
1446,x,-751.236859214272,+0.001,sih3cl_pbe_+0001_x.out,pbe,sih3cl,1,9,1e-06,1e-07,-1.0,0.4782603412,0.040580735044,6.1095410235e-06,-0.47653557881,9379.818
1447,z,-128.9850705374666,+0.001,no_lda_+0001_z.out,lda,no,2,17,1e-06,1e-07,-1.0,0.11240093735,-9.9972070089e-12,-1.0202934432e-11,0.11240093735,13051.57
1448,x,-340.7306399497476,-0.001,alf_lda_-0001_x.out,lda,alf,1,9,1e-06,1e-07,-1.0,0.57602043365,-0.041258311741,2.3076572933e-10,-0.57454093996,5160.108
1449,y,-514.2387483986939,+0.001,nh2cl_lda_+0001_y.out,lda,nh2cl,1,13,1e-06,1e-07,-1.0,0.74969934228,0.35588861035,-0.48023564709,0.45251091049,9281.792
1450,z,-597.6118468037723,-0.001,sf2_pbe_-0001_z.out,pbe,sf2,1,12,1e-06,1e-07,-1.0,0.28878885932,-5.3570619479e-08,1.7926220479e-10,0.28878885932,11677.69
1451,z,-199.9551595379111,+0.001,mg_pbe_+0001_z.out,pbe,mg,1,8,1e-06,1e-07,-1.0,0.074026770075,-7.0649927436e-12,-7.4402533679e-12,0.074026770075,2744.613
1452,z,-342.3620031319299,-0.001,ph2_pbe_-0001_z.out,pbe,ph2,2,10,1e-06,1e-07,-1.0,0.17870662467,-1.0590825847e-11,-9.9592632802e-12,0.17870662467,7381.495
1453,z,-151.4783184922235,+0.001,hooh_pbe_+0001_z.out,pbe,hooh,1,15,1e-06,1e-07,-1.0,0.61232421193,-2.1079103669e-11,-2.0967974639e-12,0.61232421193,8557.443
